Temperature (K),Entropy in ideal gas approximation (eV/K)
387.0,0.0021337760544385496
388.0,0.002134602151825086
389.0,0.0021354264560385296
390.0,0.0021362489763877665
391.0,0.0021370697220995526
392.0,0.002137888702319454
393.0,0.0021387059261127753
394.0,0.002139521402465484
395.0,0.0021403351402851088
396.0,0.0021411471484016403
397.0,0.002141957435568412
398.0,0.002142766010462971
399.0,0.0021435728816879412
400.0,0.002144378057771871
401.0,0.00214518154717007
402.0,0.0021459833582654435
403.0,0.002146783499369302
404.0,0.002147581978722173
405.0,0.002148378804494596
406.0,0.0021491739847879095
407.0,0.0021499675276350264
408.0,0.0021507594410012003
409.0,0.0021515497327847834
410.0,0.002152338410817974
411.0,0.002153125482867551
412.0,0.002153910956635605
413.0,0.0021546948397602574
414.0,0.0021554771398163675
415.0,0.002156257864316236
416.0,0.0021570370207102964
417.0,0.0021578146163877964
418.0,0.0021585906586774747
419.0,0.0021593651548482257
420.0,0.002160138112109759
421.0,0.0021609095376132446
422.0,0.0021616794384519615
423.0,0.002162447821661921
424.0,0.0021632146942225
425.0,0.002163980063057054
426.0,0.0021647439350335304
427.0,0.0021655063169650646
428.0,0.0021662672156105792
429.0,0.002167026637675371
430.0,0.002167784589811687
431.0,0.0021685410786192985
432.0,0.002169296110646067
433.0,0.002170049692388503
434.0,0.002170801830292315
435.0,0.002171552530752954
436.0,0.0021723018001161536
437.0,0.0021730496446784584
438.0,0.0021737960706877486
439.0,0.002174541084343758
440.0,0.002175284691798587
441.0,0.0021760268991572055
442.0,0.0021767677124779504
443.0,0.0021775071377730226
444.0,0.00217824518100897
445.0,0.00217898184810717
446.0,0.0021797171449443008
447.0,0.002180451077352815
448.0,0.002181183651121399
449.0,0.0021819148719954312
450.0,0.0021826447456774335
451.0,0.00218337327782752
452.0,0.0021841004740638325
453.0,0.00218482633996298
454.0,0.0021855508810604686
455.0,0.0021862741028511237
456.0,0.0021869960107895113
457.0,0.0021877166102903514
458.0,0.002188435906728928
459.0,0.0021891539054414945
460.0,0.002189870611725671
461.0,0.0021905860308408403
462.0,0.0021913001680085374
463.0,0.0021920130284128338
464.0,0.0021927246172007216
465.0,0.0021934349394824824
466.0,0.0021941440003320663
467.0,0.0021948518047874522
468.0,0.0021955583578510155
469.0,0.0021962636644898836
470.0,0.002196967729636288
471.0,0.002197670558187917
472.0,0.0021983721550082594
473.0,0.0021990725249269464
474.0,0.002199771672740086
475.0,0.002200469603210601
476.0,0.0022011663210685537
477.0,0.0022018618310114726
478.0,0.002202556137704674
479.0,0.0022032492457815787
480.0,0.0022039411598440265
481.0,0.0022046318844625838
482.0,0.002205321424176855
483.0,0.0022060097834957796
484.0,0.0022066969668979334
485.0,0.002207382978831824
486.0,0.002208067823716185
487.0,0.0022087515059402594
488.0,0.0022094340298640896
489.0,0.0022101153998187973
490.0,0.0022107956201068623
491.0,0.002211474695002397
492.0,0.0022121526287514188
493.0,0.002212829425572119
494.0,0.0022135050896551307
495.0,0.0022141796251637863
496.0,0.002214853036234382
497.0,0.0022155253269764315
498.0,0.0022161965014729193
499.0,0.002216866563780555
500.0,0.002217535517930015
501.0,0.0022182033679261923
502.0,0.0022188701177484364
503.0,0.0022195357713507917
504.0,0.0022202003326622353
505.0,0.002220863805586911
506.0,0.002221526194004358
507.0,0.002222187501769742
508.0,0.002222847732714078
509.0,0.002223506890644456
510.0,0.0022241649793442596
511.0,0.002224822002573386
512.0,0.002225477964068459
513.0,0.0022261328675430452
514.0,0.002226786716687861
515.0,0.0022274395151709835
516.0,0.0022280912666380556
517.0,0.0022287419747124893
518.0,0.0022293916429956674
519.0,0.002230040275067141
520.0,0.00223068787448483
521.0,0.0022313344447852114
522.0,0.0022319799894835184
523.0,0.0022326245120739253
524.0,0.0022332680160297384
525.0,0.002233910504803579
526.0,0.002234551981827572
527.0,0.002235192450513522
528.0,0.0022358319142530983
529.0,0.002236470376418007
530.0,0.002237107840360173
531.0,0.0022377443094119074
532.0,0.002238379786886085
533.0,0.0022390142760763095
534.0,0.0022396477802570855
535.0,0.0022402803026839815
536.0,0.0022409118465937963
537.0,0.00224154241520472
538.0,0.0022421720117164964
539.0,0.0022428006393105824
540.0,0.0022434283011503004
541.0,0.0022440550003810012
542.0,0.0022446807401302112
543.0,0.0022453055235077887
544.0,0.0022459293536060717
545.0,0.0022465522335000307
546.0,0.00224717416624741
547.0,0.002247795154888878
548.0,0.00224841520244817
549.0,0.0022490343119322296
550.0,0.002249652486331351
551.0,0.0022502697286193164
552.0,0.0022508860417535387
553.0,0.0022515014286751895
554.0,0.002252115892309343
555.0,0.002252729435565104
556.0,0.002253342061335742
557.0,0.002253953772498821
558.0,0.0022545645719163295
559.0,0.0022551744624348074
560.0,0.0022557834468854743
561.0,0.0022563915280843522
562.0,0.0022569987088323913
563.0,0.0022576049919155925
564.0,0.002258210380105127
565.0,0.002258814876157458
566.0,0.002259418482814458
567.0,0.002260021202803529
568.0,0.0022606230388377137
569.0,0.0022612239936158156
570.0,0.0022618240698225106
571.0,0.00226242327012846
572.0,0.002263021597190419
573.0,0.0022636190536513535
574.0,0.0022642156421405425
575.0,0.0022648113652736905
576.0,0.0022654062256530316
577.0,0.0022660002258674374
578.0,0.0022665933684925207
579.0,0.002267185656090739
580.0,0.002267777091211497
581.0,0.002268367676391249
582.0,0.0022689574141535962
583.0,0.0022695463070093926
584.0,0.0022701343574568363
585.0,0.0022707215679815705
586.0,0.00227130794105678
587.0,0.0022718934791432855
588.0,0.002272478184689638
589.0,0.0022730620601322136
590.0,0.0022736451078953046
591.0,0.0022742273303912124
592.0,0.0022748087300203373
593.0,0.002275389309171267
594.0,0.0022759690702208704
595.0,0.002276548015534379
596.0,0.0022771261474654786
597.0,0.002277703468356394
598.0,0.0022782799805379744
599.0,0.0022788556863297775
600.0,0.002279430588040155
601.0,0.002280004687966333
602.0,0.0022805779883944962
603.0,0.002281150491599867
604.0,0.0022817221998467888
605.0,0.002282293115388802
606.0,0.002282863240468726
607.0,0.002283432577318736
608.0,0.00228400112816044
609.0,0.0022845688952049556
610.0,0.002285135880652987
611.0,0.0022857020866948975
612.0,0.002286267515510788
613.0,0.002286832169270565
614.0,0.0022873960501340177
615.0,0.0022879591602508907
616.0,0.002288521501760952
617.0,0.002289083076794066
618.0,0.0022896438874702636
619.0,0.002290203935899812
620.0,0.0022907632241832817
621.0,0.002291321754411618
622.0,0.002291879528666205
623.0,0.0022924365490189337
624.0,0.002292992817532269
625.0,0.0022935483362593154
626.0,0.00229410310724388
627.0,0.002294657132520539
628.0,0.0022952104141147006
629.0,0.002295762954042668
630.0,0.0022963147543117028
631.0,0.0022968658169200853
632.0,0.002297416143857179
633.0,0.002297965737103487
634.0,0.002298514598630717
635.0,0.002299062730401837
636.0,0.002299610134371137
637.0,0.002300156812484287
638.0,0.0023007027666783948
639.0,0.0023012479988820623
640.0,0.0023017925110154465
641.0,0.002302336304990311
642.0,0.0023028793827100844
643.0,0.0023034217460699167
644.0,0.0023039633969567323
645.0,0.002304504337249287
646.0,0.0023050445688182174
647.0,0.0023055840935260995
648.0,0.0023061229132274987
649.0,0.002306661029769022
650.0,0.0023071984449893742
651.0,0.0023077351607194013
652.0,0.002308271178782152
653.0,0.0023088065009929186
654.0,0.002309341129159293
655.0,0.0023098750650812168
656.0,0.0023104083105510253
657.0,0.002310940867353503
658.0,0.002311472737265927
659.0,0.002312003922058117
660.0,0.0023125344234924826
661.0,0.002313064243324072
662.0,0.0023135933833006153
663.0,0.0023141218451625738
664.0,0.0023146496306431855
665.0,0.002315176741468508
666.0,0.0023157031793574687
667.0,0.0023162289460219036
668.0,0.0023167540431666064
669.0,0.0023172784724893704
670.0,0.002317802235681031
671.0,0.002318325334425512
672.0,0.0023188477703998647
673.0,0.0023193695452743135
674.0,0.002319890660712298
675.0,0.0023204111183705105
676.0,0.0023209309198989427
677.0,0.0023214500669409234
678.0,0.00232196856113316
679.0,0.002322486404105781
680.0,0.0023230035974823714
681.0,0.0023235201428800163
682.0,0.002324036041909339
683.0,0.002324551296174539
684.0,0.002325065907273433
685.0,0.0023255798767974904
686.0,0.0023260932063318735
687.0,0.0023266058974554735
688.0,0.00232711795174095
689.0,0.0023276293707547658
690.0,0.0023281401560572255
691.0,0.0023286503092025115
692.0,0.0023291598317387173
693.0,0.0023296687252078894
694.0,0.0023301769911460574
695.0,0.0023306846310832715
696.0,0.002331191646543637
697.0,0.002331698039045349
698.0,0.0023322038101007297
699.0,0.0023327089612162556
700.0,0.0023332134938925998
701.0,0.0023337174096246575
702.0,0.002334220709901586
703.0,0.002334723396206834
704.0,0.002335225470018177
705.0,0.002335726932807745
706.0,0.002336227786042061
707.0,0.0023367280311820675
708.0,0.002337227669683163
709.0,0.0023377267029952293
710.0,0.002338225132562666
711.0,0.0023387229598244184
712.0,0.0023392201862140125
713.0,0.0023397168131595804
714.0,0.002340212842083895
715.0,0.0023407082744043963
716.0,0.0023412031115332254
717.0,0.0023416973548772493
718.0,0.0023421910058380943
719.0,0.0023426840658121732
720.0,0.002343176536190713
721.0,0.002343668418359787
722.0,0.002344159713700339
723.0,0.0023446504235882164
724.0,0.0023451405493941924
725.0,0.0023456300924839988
726.0,0.0023461190542183505
727.0,0.0023466074359529757
728.0,0.0023470952390386387
729.0,0.0023475824648211707
730.0,0.0023480691146414968
731.0,0.002348555189835658
732.0,0.002349040691734843
733.0,0.0023495256216654087
734.0,0.0023500099809489134
735.0,0.002350493770902134
736.0,0.0023509769928371
737.0,0.0023514596480611115
738.0,0.0023519417378767694
739.0,0.0023524232635819976
740.0,0.002352904226470069
741.0,0.0023533846278296308
742.0,0.0023538644689447257
743.0,0.0023543437510948205
744.0,0.002354822475554827
745.0,0.002355300643595128
746.0,0.0023557782564815983
747.0,0.0023562553154756315
748.0,0.0023567318218341592
749.0,0.0023572077768096804
750.0,0.0023576831816502775
751.0,0.0023581580375996434
752.0,0.0023586323458971046
753.0,0.0023591061077776402
754.0,0.002359579324471908
755.0,0.002360051997206265
756.0,0.0023605241272027884
757.0,0.0023609957156793
758.0,0.0023614667638493844
759.0,0.0023619372729224153
760.0,0.002362407244103573
761.0,0.0023628766785938663
762.0,0.0023633455775901565
763.0,0.0023638139422851737
764.0,0.0023642817738675406
765.0,0.0023647490735217934
766.0,0.002365215842428401
767.0,0.0023656820817637854
768.0,0.0023661477927003445
769.0,0.002366612976406466
770.0,0.002367077634046556
771.0,0.0023675417667810513
772.0,0.0023680053757664434
773.0,0.0023684684621552952
774.0,0.002368931027096263
775.0,0.0023693930717341148
776.0,0.002369854597209748
777.0,0.0023703156046602112
778.0,0.0023707760952187194
779.0,0.002371236070014678
780.0,0.002371695530173694
781.0,0.002372154476817603
782.0,0.0023726129110644804
783.0,0.0023730708340286635
784.0,0.0023735282468207684
785.0,0.002373985150547708
786.0,0.0023744415463127114
787.0,0.0023748974352153377
788.0,0.0023753528183515
789.0,0.0023758076968134743
790.0,0.0023762620716899266
791.0,0.002376715944065923
792.0,0.002377169315022947
793.0,0.002377622185638923
794.0,0.0023780745569882264
795.0,0.002378526430141703
796.0,0.0023789778061666864
797.0,0.0023794286861270127
798.0,0.0023798790710830397
799.0,0.0023803289620916604
800.0,0.0023807783602063214
801.0,0.0023812272664770384
802.0,0.0023816756819504104
803.0,0.002382123607669639
804.0,0.002382571044674543
805.0,0.002383017994001572
806.0,0.0023834644566838245
807.0,0.0023839104337510628
808.0,0.0023843559262297295
809.0,0.0023848009351429595
810.0,0.0023852454615105995
811.0,0.00238568950634922
812.0,0.0023861330706721313
813.0,0.0023865761554893996
814.0,0.00238701876180786
815.0,0.0023874608906311323
816.0,0.002387902542959636
817.0,0.002388343719790603
818.0,0.002388784422118096
819.0,0.0023892246509330172
820.0,0.0023896644072231277
821.0,0.0023901036919730598
822.0,0.002390542506164331
823.0,0.0023909808507753573
824.0,0.002391418726781468
825.0,0.0023918561351549206
826.0,0.002392293076864913
827.0,0.0023927295528775976
828.0,0.0023931655641560943
829.0,0.0023936011116605063
830.0,0.00239403619634793
831.0,0.002394470819172472
832.0,0.0023949049810852606
833.0,0.002395338683034457
834.0,0.002395771925965273
835.0,0.00239620471081998
836.0,0.0023966370385379242
837.0,0.0023970689100555383
838.0,0.0023975003263063542
839.0,0.002397931288221018
840.0,0.002398361796727298
841.0,0.0023987918527501035
842.0,0.0023992214572114904
843.0,0.0023996506110306806
844.0,0.0024000793151240677
845.0,0.0024005075704052344
846.0,0.002400935377784962
847.0,0.002401362738171244
848.0,0.0024017896524692957
849.0,0.0024022161215815695
850.0,0.0024026421464077635
851.0,0.002403067727844836
852.0,0.002403492866787017
853.0,0.0024039175641258174
854.0,0.0024043418207500425
855.0,0.0024047656375458053
856.0,0.0024051890153965333
857.0,0.002405611955182985
858.0,0.002406034457783257
859.0,0.0024064565240728
860.0,0.002406878154924423
861.0,0.0024072993512083123
862.0,0.002407720113792038
863.0,0.0024081404435405654
864.0,0.002408560341316266
865.0,0.0024089798079789315
866.0,0.0024093988443857793
867.0,0.002409817451391467
868.0,0.0024102356298481026
869.0,0.002410653380605255
870.0,0.002411070704509962
871.0,0.0024114876024067472
872.0,0.0024119040751376226
873.0,0.002412320123542104
874.0,0.002412735748457221
875.0,0.002413150950717526
876.0,0.0024135657311551047
877.0,0.0024139800905995856
878.0,0.0024143940298781527
879.0,0.002414807549815553
880.0,0.002415220651234107
881.0,0.002415633334953719
882.0,0.002416045601791888
883.0,0.002416457452563715
884.0,0.0024168688880819153
885.0,0.0024172799091568267
886.0,0.002417690516596421
887.0,0.0024181007112063103
888.0,0.00241851049378976
889.0,0.0024189198651476955
890.0,0.0024193288260787155
891.0,0.002419737377379096
892.0,0.002420145519842805
893.0,0.002420553254261508
894.0,0.0024209605814245797
895.0,0.0024213675021191117
896.0,0.002421774017129921
897.0,0.002422180127239563
898.0,0.0024225858332283345
899.0,0.00242299113587429
900.0,0.0024233960359532412
901.0,0.002423800534238777
902.0,0.0024242046315022634
903.0,0.0024246083285128566
904.0,0.0024250116260375104
905.0,0.0024254145248409856
906.0,0.0024258170256858595
907.0,0.002426219129332531
908.0,0.0024266208365392337
909.0,0.002427022148062042
910.0,0.0024274230646548793
911.0,0.0024278235870695266
912.0,0.0024282237160556325
913.0,0.0024286234523607213
914.0,0.0024290227967301973
915.0,0.0024294217499073604
916.0,0.0024298203126334053
917.0,0.002430218485647438
918.0,0.0024306162696864806
919.0,0.0024310136654854763
920.0,0.0024314106737773036
921.0,0.002431807295292779
922.0,0.002432203530760668
923.0,0.002432599380907692
924.0,0.0024329948464585356
925.0,0.002433389928135856
926.0,0.0024337846266602905
927.0,0.0024341789427504614
928.0,0.002434572877122988
929.0,0.002434966430492491
930.0,0.0024353596035716026
931.0,0.002435752397070973
932.0,0.0024361448116992763
933.0,0.0024365368481632206
934.0,0.0024369285071675563
935.0,0.0024373197894150787
936.0,0.0024377106956066396
937.0,0.002438101226441154
938.0,0.0024384913826156073
939.0,0.002438881164825061
940.0,0.002439270573762663
941.0,0.0024396596101196517
942.0,0.0024400482745853646
943.0,0.0024404365678472465
944.0,0.002440824490590854
945.0,0.0024412120434998646
946.0,0.002441599227256085
947.0,0.0024419860425394543
948.0,0.0024423724900280532
949.0,0.002442758570398112
950.0,0.0024431442843240157
951.0,0.002443529632478311
952.0,0.002443914615531714
953.0,0.0024442992341531166
954.0,0.0024446834890095932
955.0,0.0024450673807664075
956.0,0.0024454509100870197
957.0,0.002445834077633093
958.0,0.002446216884064498
959.0,0.0024465993300393225
960.0,0.002446981416213877
961.0,0.0024473631432427013
962.0,0.0024477445117785696
963.0,0.0024481255224724986
964.0,0.0024485061759737547
965.0,0.002448886472929857
966.0,0.002449266413986588
967.0,0.0024496459997879957
968.0,0.002450025230976404
969.0,0.0024504041081924166
970.0,0.0024507826320749227
971.0,0.002451160803261104
972.0,0.002451538622386443
973.0,0.002451916090084726
974.0,0.0024522932069880503
975.0,0.0024526699737268316
976.0,0.002453046390929808
977.0,0.0024534224592240475
978.0,0.0024537981792349534
979.0,0.0024541735515862715
980.0,0.0024545485769000928
981.0,0.0024549232557968645
982.0,0.0024552975888953903
983.0,0.002455671576812841
984.0,0.0024560452201647584
985.0,0.0024564185195650604
986.0,0.002456791475626048
987.0,0.002457164088958409
988.0,0.002457536360171229
989.0,0.0024579082898719897
990.0,0.002458279878666581
991.0,0.002458651127159302
992.0,0.002459022035952871
993.0,0.0024593926056484267
994.0,0.0024597628368455363
995.0,0.0024601327301422018
996.0,0.002460502286134863
997.0,0.002460871505418406
998.0,0.002461240388586164
999.0,0.00246160893622993
1000.0,0.0024619771489399547
1001.0,0.002462345027304956
1002.0,0.0024627125719121246
1003.0,0.002463079783347128
1004.0,0.002463446662194116
1005.0,0.0024638132090357263
1006.0,0.002464179424453089
1007.0,0.0024645453090258334
1008.0,0.0024649108633320923
1009.0,0.002465276087948508
1010.0,0.0024656409834502343
1011.0,0.0024660055504109476
1012.0,0.002466369789402845
1013.0,0.0024667337009966566
1014.0,0.002467097285761644
1015.0,0.0024674605442656103
1016.0,0.0024678234770749022
1017.0,0.0024681860847544164
1018.0,0.0024685483678676032
1019.0,0.002468910326976476
1020.0,0.002469271962641608
1021.0,0.0024696332754221453
1022.0,0.002469994265875806
1023.0,0.002470354934558891
1024.0,0.0024707152820262817
1025.0,0.00247107530883145
1026.0,0.0024714350155264626
1027.0,0.002471794402661983
1028.0,0.0024721534707872793
1029.0,0.0024725122204502276
1030.0,0.0024728706521973173
1031.0,0.002473228766573654
1032.0,0.002473586564122968
1033.0,0.0024739440453876143
1034.0,0.0024743012109085818
1035.0,0.002474658061225493
1036.0,0.0024750145968766134
1037.0,0.0024753708183988528
1038.0,0.0024757267263277732
1039.0,0.002476082321197589
1040.0,0.002476437603541175
1041.0,0.0024767925738900685
1042.0,0.0024771472327744758
1043.0,0.0024775015807232763
1044.0,0.0024778556182640265
1045.0,0.0024782093459229633
1046.0,0.0024785627642250102
1047.0,0.0024789158736937813
1048.0,0.002479268674851586
1049.0,0.0024796211682194314
1050.0,0.0024799733543170283
1051.0,0.002480325233662797
1052.0,0.002480676806773868
1053.0,0.0024810280741660888
1054.0,0.002481379036354028
1055.0,0.0024817296938509778
1056.0,0.0024820800471689604
1057.0,0.0024824300968187317
1058.0,0.002482779843309784
1059.0,0.0024831292871503523
1060.0,0.002483478428847417
1061.0,0.0024838272689067086
1062.0,0.0024841758078327117
1063.0,0.0024845240461286687
1064.0,0.0024848719842965844
1065.0,0.0024852196228372305
1066.0,0.002485566962250149
1067.0,0.0024859140030336563
1068.0,0.0024862607456848465
1069.0,0.0024866071906995964
1070.0,0.0024869533385725702
1071.0,0.0024872991897972223
1072.0,0.0024876447448658008
1073.0,0.002487990004269351
1074.0,0.0024883349684977243
1075.0,0.0024886796380395745
1076.0,0.002489024013382366
1077.0,0.0024893680950123787
1078.0,0.0024897118834147085
1079.0,0.002490055379073274
1080.0,0.002490398582470819
1081.0,0.002490741494088916
1082.0,0.0024910841144079703
1083.0,0.002491426443907225
1084.0,0.002491768483064763
1085.0,0.002492110232357511
1086.0,0.0024924516922612446
1087.0,0.00249279286325059
1088.0,0.0024931337457990304
1089.0,0.0024934743403789068
1090.0,0.0024938146474614226
1091.0,0.0024941546675166485
1092.0,0.0024944944010135248
1093.0,0.0024948338484198644
1094.0,0.0024951730102023605
1095.0,0.0024955118868265837
1096.0,0.0024958504787569906
1097.0,0.0024961887864569255
1098.0,0.0024965268103886245
1099.0,0.0024968645510132174
1100.0,0.0024972020087907346
1101.0,0.0024975391841801065
1102.0,0.002497876077639171
1103.0,0.002498212689624673
1104.0,0.002498549020592272
1105.0,0.002498885070996541
1106.0,0.002499220841290974
1107.0,0.0024995563319279877
1108.0,0.002499891543358924
1109.0,0.002500226476034056
1110.0,0.002500561130402587
1111.0,0.0025008955069126585
1112.0,0.002501229606011353
1113.0,0.0025015634281446925
1114.0,0.0025018969737576474
